entidad,org_mate,sexodptt,sexodp1,sexodp2,sexoajtt,sexoaj1,sexoaj2,no_aplic
"17",6,"NA","NA","NA","NA","NA","NA","NA"
"17",7,"NA","NA","NA","NA","NA","NA","NA"
"17",8,"NA","NA","NA","NA","NA","NA","NA"
"17",9,"NA","NA","NA","NA","NA","NA","NA"
"17",10,"NA","NA","NA","NA","NA","NA","NA"
"17",11,"NA","NA","NA","NA","NA","NA","NA"
"17",12,"NA","NA","NA","NA","NA","NA","NA"
"17",13,"NA","NA","NA","NA","NA","NA","NA"
"17",14,"NA","NA","NA","NA","NA","NA","NA"
"17",15,"NA","NA","NA","NA","NA","NA","NA"
"17",16,"NA","NA","NA","NA","NA","NA","NA"
"17",17,"NA","NA","NA","NA","NA","NA","NA"
"17",18,"NA","NA","NA","NA","NA","NA","NA"
"17",19,"NA","NA","NA","NA","NA","NA","NA"
"17",20,"NA","NA","NA","NA","NA","NA","NA"
"17",21,"NA","NA","NA","NA","NA","NA","NA"
"17",22,"NA","NA","NA","NA","NA","NA","NA"
"17",23,"NA","NA","NA","NA","NA","NA","NA"
"17",24,"NA","NA","NA","NA","NA","NA","NA"
"17",25,"NA","NA","NA","NA","NA","NA","NA"
"17",26,"NA","NA","NA","NA","NA","NA","NA"
"17",27,"NA","NA","NA","NA","NA","NA","NA"
"17",28,"NA","NA","NA","NA","NA","NA","NA"
"17",99,"","","","","","",""
"18",1,"NA","NA","NA","NA","NA","NA","NA"
"18",2,"NA","NA","NA","NA","NA","NA","NA"
"18",3,"NA","NA","NA","NA","NA","NA","NA"
"18",4,"NA","NA","NA","NA","NA","NA","NA"
"18",5,"NA","NA","NA","NA","NA","NA","NA"
"18",6,"NA","NA","NA","NA","NA","NA","NA"
"18",7,"NA","NA","NA","NA","NA","NA","NA"
"18",8,"NA","NA","NA","NA","NA","NA","NA"
"18",9,"NA","NA","NA","NA","NA","NA","NA"
"18",10,"NA","NA","NA","NA","NA","NA","NA"
"18",11,"NA","NA","NA","NA","NA","NA","NA"
"18",12,"NA","NA","NA","NA","NA","NA","NA"
"18",13,"NA","NA","NA","NA","NA","NA","NA"
"18",14,"NA","NA","NA","NA","NA","NA","NA"
"18",15,"NA","NA","NA","NA","NA","NA","NA"
"18",16,"NA","NA","NA","NA","NA","NA","NA"
"18",17,"NA","NA","NA","NA","NA","NA","NA"
"18",18,"NA","NA","NA","NA","NA","NA","NA"
"18",19,"NA","NA","NA","NA","NA","NA","NA"
"18",20,"NA","NA","NA","NA","NA","NA","NA"
"18",21,"NA","NA","NA","NA","NA","NA","NA"
"18",22,"NA","NA","NA","NA","NA","NA","NA"
"18",23,"NA","NA","NA","NA","NA","NA","NA"
"18",24,"NA","NA","NA","NA","NA","NA","NA"
"18",25,"NA","NA","NA","NA","NA","NA","NA"
"18",26,"NA","NA","NA","NA","NA","NA","NA"
"18",27,"NA","NA","NA","NA","NA","NA","NA"
"18",28,"NA","NA","NA","NA","NA","NA","NA"
"18",99,"","","","","","",""
"19",1,"NA","NA","NA","NA","NA","NA","NA"
"19",2,"NA","NA","NA","NA","NA","NA","NA"
"19",3,"NA","NA","NA","NA","NA","NA","NA"
"19",4,"NA","NA","NA","NA","NA","NA","NA"
"19",5,"NA","NA","NA","NA","NA","NA","NA"
"19",6,"NA","NA","NA","NA","NA","NA","NA"
"19",7,"NA","NA","NA","NA","NA","NA","NA"
"19",8,"NA","NA","NA","NA","NA","NA","NA"
"19",9,"NA","NA","NA","NA","NA","NA","NA"
"19",10,"NA","NA","NA","NA","NA","NA","NA"
"19",11,"NA","NA","NA","NA","NA","NA","NA"
"19",12,"NA","NA","NA","NA","NA","NA","NA"
"19",13,"NA","NA","NA","NA","NA","NA","NA"
"19",14,"NA","NA","NA","NA","NA","NA","NA"
"19",15,"NA","NA","NA","NA","NA","NA","NA"
"19",16,"NA","NA","NA","NA","NA","NA","NA"
"19",17,"NA","NA","NA","NA","NA","NA","NA"
"19",18,"NA","NA","NA","NA","NA","NA","NA"
"19",19,"NA","NA","NA","NA","NA","NA","NA"
"19",20,"NA","NA","NA","NA","NA","NA","NA"
"19",21,"NA","NA","NA","NA","NA","NA","NA"
"19",22,"NA","NA","NA","NA","NA","NA","NA"
"19",23,"NA","NA","NA","NA","NA","NA","NA"
"19",24,"NA","NA","NA","NA","NA","NA","NA"
"19",25,"NA","NA","NA","NA","NA","NA","NA"
"19",26,"NA","NA","NA","NA","NA","NA","NA"
"19",27,"NA","NA","NA","NA","NA","NA","NA"
"19",28,"NA","NA","NA","NA","NA","NA","NA"
"19",99,"","","","","","",""
"20",1,"NA","NA","NA","NA","NA","NA","NA"
"20",2,"NA","NA","NA","NA","NA","NA","NA"
"20",3,"NA","NA","NA","NA","NA","NA","NA"
"20",4,"NA","NA","NA","NA","NA","NA","NA"
"20",5,"NA","NA","NA","NA","NA","NA","NA"
"20",6,"NA","NA","NA","NA","NA","NA","NA"
"20",7,"NA","NA","NA","NA","NA","NA","NA"
"20",8,"NA","NA","NA","NA","NA","NA","NA"
"20",9,"NA","NA","NA","NA","NA","NA","NA"
"20",10,"NA","NA","NA","NA","NA","NA","NA"
"20",11,"NA","NA","NA","NA","NA","NA","NA"
"20",12,"NA","NA","NA","NA","NA","NA","NA"
"20",13,"NA","NA","NA","NA","NA","NA","NA"
"20",14,"NA","NA","NA","NA","NA","NA","NA"
"20",15,"NA","NA","NA","NA","NA","NA","NA"
"20",16,"NA","NA","NA","NA","NA","NA","NA"
"20",17,"NA","NA","NA","NA","NA","NA","NA"
"20",18,"NA","NA","NA","NA","NA","NA","NA"
"20",19,"NA","NA","NA","NA","NA","NA","NA"
"20",20,"NA","NA","NA","NA","NA","NA","NA"
"20",21,"NA","NA","NA","NA","NA","NA","NA"
"20",22,"NA","NA","NA","NA","NA","NA","NA"
"20",23,"NA","NA","NA","NA","NA","NA","NA"
"20",24,"NA","NA","NA","NA","NA","NA","NA"
"20",25,"NA","NA","NA","NA","NA","NA","NA"
"20",26,"NA","NA","NA","NA","NA","NA","NA"
"20",27,"NA","NA","NA","NA","NA","NA","NA"
"20",28,"NA","NA","NA","NA","NA","NA","NA"
"20",99,"","","","","","",""
"21",1,"NA","NA","NA","NA","NA","NA","NA"
"21",2,"NA","NA","NA","NA","NA","NA","NA"
"21",3,"NA","NA","NA","NA","NA","NA","NA"
"21",4,"NA","NA","NA","NA","NA","NA","NA"
"21",5,"NA","NA","NA","NA","NA","NA","NA"
"21",6,"NA","NA","NA","NA","NA","NA","NA"
"21",7,"NA","NA","NA","NA","NA","NA","NA"
"21",8,"NA","NA","NA","NA","NA","NA","NA"
"21",9,"NA","NA","NA","NA","NA","NA","NA"
"21",10,"NA","NA","NA","NA","NA","NA","NA"
"21",11,"NA","NA","NA","NA","NA","NA","NA"
"21",12,"NA","NA","NA","NA","NA","NA","NA"
"21",13,"NA","NA","NA","NA","NA","NA","NA"
"21",14,"NA","NA","NA","NA","NA","NA","NA"
"21",15,"NA","NA","NA","NA","NA","NA","NA"
"21",16,"NA","NA","NA","NA","NA","NA","NA"
"21",17,"NA","NA","NA","NA","NA","NA","NA"
"21",18,"NA","NA","NA","NA","NA","NA","NA"
"21",19,"NA","NA","NA","NA","NA","NA","NA"
"21",20,"NA","NA","NA","NA","NA","NA","NA"
"21",21,"NA","NA","NA","NA","NA","NA","NA"
"21",22,"NA","NA","NA","NA","NA","NA","NA"
"21",23,"NA","NA","NA","NA","NA","NA","NA"
"21",24,"NA","NA","NA","NA","NA","NA","NA"
"21",25,"NA","NA","NA","NA","NA","NA","NA"
"21",26,"NA","NA","NA","NA","NA","NA","NA"
"21",27,"NA","NA","NA","NA","NA","NA","NA"
"21",28,"NA","NA","NA","NA","NA","NA","NA"
"21",99,"","","","","","",""
"22",1,"NA","NA","NA","NA","NA","NA","NA"
"22",2,"NA","NA","NA","NA","NA","NA","NA"
"22",3,"NA","NA","NA","NA","NA","NA","NA"
"22",4,"NA","NA","NA","NA","NA","NA","NA"
"22",5,"NA","NA","NA","NA","NA","NA","NA"
"22",6,"NA","NA","NA","NA","NA","NA","NA"
"22",7,"NA","NA","NA","NA","NA","NA","NA"
"22",8,"NA","NA","NA","NA","NA","NA","NA"
"22",9,"NA","NA","NA","NA","NA","NA","NA"
"22",10,"NA","NA","NA","NA","NA","NA","NA"
"22",11,"NA","NA","NA","NA","NA","NA","NA"
"22",12,"NA","NA","NA","NA","NA","NA","NA"
"22",13,"NA","NA","NA","NA","NA","NA","NA"
"22",14,"NA","NA","NA","NA","NA","NA","NA"
"22",15,"NA","NA","NA","NA","NA","NA","NA"
"22",16,"NA","NA","NA","NA","NA","NA","NA"
"22",17,"NA","NA","NA","NA","NA","NA","NA"
"22",18,"NA","NA","NA","NA","NA","NA","NA"
"22",19,"NA","NA","NA","NA","NA","NA","NA"
"22",20,"NA","NA","NA","NA","NA","NA","NA"
"22",21,"NA","NA","NA","NA","NA","NA","NA"
"22",22,"NA","NA","NA","NA","NA","NA","NA"
"22",23,"NA","NA","NA","NA","NA","NA","NA"
"22",24,"NA","NA","NA","NA","NA","NA","NA"
"22",25,"NA","NA","NA","NA","NA","NA","NA"
"22",26,"NA","NA","NA","NA","NA","NA","NA"
"22",27,"NA","NA","NA","NA","NA","NA","NA"
"22",28,"NA","NA","NA","NA","NA","NA","NA"
"22",99,"","","","","","",""
"23",1,"NA","NA","NA","NA","NA","NA","1"
"23",2,"NA","NA","NA","NA","NA","NA","1"
"23",3,"NA","NA","NA","NA","NA","NA","1"
"23",4,"NSS","NSS","NSS","NSS","NSS","NSS",""
"23",5,"NSS","NSS","NSS","NSS","NSS","NSS",""
"23",6,"NSS","NSS","NSS","NSS","NSS","NSS",""
"23",7,"NSS","NSS","NSS","NSS","NSS","NSS",""
"23",8,"NSS","NSS","NSS","NSS","NSS","NSS",""
"23",9,"NSS","NSS","NSS","NSS","NSS","NSS",""
"23",10,"NSS","NSS","NSS","NSS","NSS","NSS",""
"23",11,"NA","NA","NA","NA","NA","NA","1"
"23",12,"NSS","NSS","NSS","NSS","NSS","NSS",""
"23",13,"NA","NA","NA","NA","NA","NA","1"
"23",14,"NSS","NSS","NSS","NSS","NSS","NSS",""
"23",15,"NA","NA","NA","NA","NA","NA","1"
"23",16,"NA","NA","NA","NA","NA","NA","1"
"23",17,"NSS","NSS","NSS","NSS","NSS","NSS",""
"23",18,"NSS","NSS","NSS","NSS","NSS","NSS",""
"23",19,"NA","NA","NA","NA","NA","NA","1"
"23",20,"NSS","NSS","NSS","NSS","NSS","NSS",""
"23",21,"NSS","NSS","NSS","NSS","NSS","NSS",""
"23",22,"NSS","NSS","NSS","NSS","NSS","NSS",""
"23",23,"NA","NA","NA","NA","NA","NA","1"
"23",24,"NSS","NSS","NSS","NSS","NSS","NSS",""
"23",25,"NSS","NSS","NSS","NSS","NSS","NSS",""
"23",26,"NA","NA","NA","NA","NA","NA","1"
"23",27,"NA","NA","NA","NA","NA","NA","1"
"23",28,"NSS","NSS","NSS","NSS","NSS","NSS",""
"23",99,"42","22","20","10","2","8",""
"24",1,"NA","NA","NA","NA","NA","NA","NA"
"24",2,"NA","NA","NA","NA","NA","NA","NA"
"24",3,"NA","NA","NA","NA","NA","NA","NA"
"24",4,"NA","NA","NA","NA","NA","NA","NA"
"24",5,"NA","NA","NA","NA","NA","NA","NA"
"24",6,"NA","NA","NA","NA","NA","NA","NA"
"24",7,"NA","NA","NA","NA","NA","NA","NA"
"24",8,"NA","NA","NA","NA","NA","NA","NA"
"24",9,"NA","NA","NA","NA","NA","NA","NA"
"24",10,"NA","NA","NA","NA","NA","NA","NA"
"24",11,"NA","NA","NA","NA","NA","NA","NA"
"24",12,"NA","NA","NA","NA","NA","NA","NA"
"24",13,"NA","NA","NA","NA","NA","NA","NA"
"24",14,"NA","NA","NA","NA","NA","NA","NA"
"24",15,"NA","NA","NA","NA","NA","NA","NA"
"24",16,"NA","NA","NA","NA","NA","NA","NA"
"24",17,"NA","NA","NA","NA","NA","NA","NA"
"24",18,"NA","NA","NA","NA","NA","NA","NA"
"24",19,"NA","NA","NA","NA","NA","NA","NA"
"24",20,"NA","NA","NA","NA","NA","NA","NA"
"24",21,"NA","NA","NA","NA","NA","NA","NA"
"24",22,"NA","NA","NA","NA","NA","NA","NA"
"24",23,"NA","NA","NA","NA","NA","NA","NA"
"24",24,"NA","NA","NA","NA","NA","NA","NA"
"24",25,"NA","NA","NA","NA","NA","NA","NA"
"24",26,"NA","NA","NA","NA","NA","NA","NA"
"24",27,"NA","NA","NA","NA","NA","NA","NA"
"24",28,"NA","NA","NA","NA","NA","NA","NA"
"24",99,"","","","","","",""
"25",1,"NA","NA","NA","NA","NA","NA","NA"
"25",2,"NA","NA","NA","NA","NA","NA","NA"
"25",3,"NA","NA","NA","NA","NA","NA","NA"
"25",4,"NA","NA","NA","NA","NA","NA","NA"
"25",5,"NA","NA","NA","NA","NA","NA","NA"
"25",6,"NA","NA","NA","NA","NA","NA","NA"
"25",7,"NA","NA","NA","NA","NA","NA","NA"
"25",8,"NA","NA","NA","NA","NA","NA","NA"
"25",9,"NA","NA","NA","NA","NA","NA","NA"
"25",10,"NA","NA","NA","NA","NA","NA","NA"
"25",11,"NA","NA","NA","NA","NA","NA","NA"
"25",12,"NA","NA","NA","NA","NA","NA","NA"
"25",13,"NA","NA","NA","NA","NA","NA","NA"
"25",14,"NA","NA","NA","NA","NA","NA","NA"
"25",15,"NA","NA","NA","NA","NA","NA","NA"
"25",16,"NA","NA","NA","NA","NA","NA","NA"
"25",17,"NA","NA","NA","NA","NA","NA","NA"
"25",18,"NA","NA","NA","NA","NA","NA","NA"
"25",19,"NA","NA","NA","NA","NA","NA","NA"
"25",20,"NA","NA","NA","NA","NA","NA","NA"
"25",21,"NA","NA","NA","NA","NA","NA","NA"
"25",22,"NA","NA","NA","NA","NA","NA","NA"
"25",23,"NA","NA","NA","NA","NA","NA","NA"
"25",24,"NA","NA","NA","NA","NA","NA","NA"
"25",25,"NA","NA","NA","NA","NA","NA","NA"
"25",26,"NA","NA","NA","NA","NA","NA","NA"
"25",27,"NA","NA","NA","NA","NA","NA","NA"
"25",28,"NA","NA","NA","NA","NA","NA","NA"
"25",99,"","","","","","",""
"26",1,"NA","NA","NA","NA","NA","NA","NA"
"26",2,"NA","NA","NA","NA","NA","NA","NA"
"26",3,"NA","NA","NA","NA","NA","NA","NA"
"26",4,"NA","NA","NA","NA","NA","NA","NA"
"26",5,"NA","NA","NA","NA","NA","NA","NA"
"26",6,"NA","NA","NA","NA","NA","NA","NA"
"26",7,"NA","NA","NA","NA","NA","NA","NA"
"26",8,"NA","NA","NA","NA","NA","NA","NA"
"26",9,"NA","NA","NA","NA","NA","NA","NA"
"26",10,"NA","NA","NA","NA","NA","NA","NA"
"26",11,"NA","NA","NA","NA","NA","NA","NA"
"26",12,"NA","NA","NA","NA","NA","NA","NA"
"26",13,"NA","NA","NA","NA","NA","NA","NA"
"26",14,"NA","NA","NA","NA","NA","NA","NA"
"26",15,"NA","NA","NA","NA","NA","NA","NA"
"26",16,"NA","NA","NA","NA","NA","NA","NA"
"26",17,"NA","NA","NA","NA","NA","NA","NA"
"26",18,"NA","NA","NA","NA","NA","NA","NA"
"26",19,"NA","NA","NA","NA","NA","NA","NA"
"26",20,"NA","NA","NA","NA","NA","NA","NA"
"26",21,"NA","NA","NA","NA","NA","NA","NA"
"26",22,"NA","NA","NA","NA","NA","NA","NA"
"26",23,"NA","NA","NA","NA","NA","NA","NA"
"26",24,"NA","NA","NA","NA","NA","NA","NA"
"26",25,"NA","NA","NA","NA","NA","NA","NA"
"26",26,"NA","NA","NA","NA","NA","NA","NA"
"26",27,"NA","NA","NA","NA","NA","NA","NA"
"26",28,"NA","NA","NA","NA","NA","NA","NA"
"26",99,"","","","","","",""
"27",1,"NA","NA","NA","NA","NA","NA","NA"
"27",2,"NA","NA","NA","NA","NA","NA","NA"
"27",3,"NA","NA","NA","NA","NA","NA","NA"
"27",4,"NA","NA","NA","NA","NA","NA","NA"
"27",5,"NA","NA","NA","NA","NA","NA","NA"
"27",6,"NA","NA","NA","NA","NA","NA","NA"
"27",7,"NA","NA","NA","NA","NA","NA","NA"
"27",8,"NA","NA","NA","NA","NA","NA","NA"
"27",9,"NA","NA","NA","NA","NA","NA","NA"
"27",10,"NA","NA","NA","NA","NA","NA","NA"
"27",11,"NA","NA","NA","NA","NA","NA","NA"
"27",12,"NA","NA","NA","NA","NA","NA","NA"
"27",13,"NA","NA","NA","NA","NA","NA","NA"
"27",14,"NA","NA","NA","NA","NA","NA","NA"
"27",15,"NA","NA","NA","NA","NA","NA","NA"
"27",16,"NA","NA","NA","NA","NA","NA","NA"
"27",17,"NA","NA","NA","NA","NA","NA","NA"
"27",18,"NA","NA","NA","NA","NA","NA","NA"
"27",19,"NA","NA","NA","NA","NA","NA","NA"
"27",20,"NA","NA","NA","NA","NA","NA","NA"
"27",21,"NA","NA","NA","NA","NA","NA","NA"
"27",22,"NA","NA","NA","NA","NA","NA","NA"
"27",23,"NA","NA","NA","NA","NA","NA","NA"
"27",24,"NA","NA","NA","NA","NA","NA","NA"
"27",25,"NA","NA","NA","NA","NA","NA","NA"
"27",26,"NA","NA","NA","NA","NA","NA","NA"
"27",27,"NA","NA","NA","NA","NA","NA","NA"
"27",28,"NA","NA","NA","NA","NA","NA","NA"
"27",99,"","","","","","",""
"28",1,"NA","NA","NA","NA","NA","NA","NA"
"28",2,"NA","NA","NA","NA","NA","NA","NA"
"28",3,"NA","NA","NA","NA","NA","NA","NA"
"28",4,"NA","NA","NA","NA","NA","NA","NA"
"28",5,"NA","NA","NA","NA","NA","NA","NA"
"28",6,"NA","NA","NA","NA","NA","NA","NA"
"28",7,"NA","NA","NA","NA","NA","NA","NA"
"28",8,"NA","NA","NA","NA","NA","NA","NA"
"28",9,"NA","NA","NA","NA","NA","NA","NA"
"28",10,"NA","NA","NA","NA","NA","NA","NA"
"28",11,"NA","NA","NA","NA","NA","NA","NA"
"28",12,"NA","NA","NA","NA","NA","NA","NA"
"28",13,"NA","NA","NA","NA","NA","NA","NA"
"28",14,"NA","NA","NA","NA","NA","NA","NA"
"28",15,"NA","NA","NA","NA","NA","NA","NA"
"28",16,"NA","NA","NA","NA","NA","NA","NA"
"28",17,"NA","NA","NA","NA","NA","NA","NA"
"28",18,"NA","NA","NA","NA","NA","NA","NA"
"28",19,"NA","NA","NA","NA","NA","NA","NA"
"28",20,"NA","NA","NA","NA","NA","NA","NA"
"28",21,"NA","NA","NA","NA","NA","NA","NA"
"28",22,"NA","NA","NA","NA","NA","NA","NA"
"28",23,"NA","NA","NA","NA","NA","NA","NA"
"28",24,"NA","NA","NA","NA","NA","NA","NA"
"28",25,"NA","NA","NA","NA","NA","NA","NA"
"28",26,"NA","NA","NA","NA","NA","NA","NA"
"28",27,"NA","NA","NA","NA","NA","NA","NA"
"28",28,"NA","NA","NA","NA","NA","NA","NA"
"28",99,"","","","","","",""
"29",1,"NA","NA","NA","NA","NA","NA","NA"
"29",2,"NA","NA","NA","NA","NA","NA","NA"
"29",3,"NA","NA","NA","NA","NA","NA","NA"
"29",4,"NA","NA","NA","NA","NA","NA","NA"
"29",5,"NA","NA","NA","NA","NA","NA","NA"
"29",6,"NA","NA","NA","NA","NA","NA","NA"
"29",7,"NA","NA","NA","NA","NA","NA","NA"
"29",8,"NA","NA","NA","NA","NA","NA","NA"
"29",9,"NA","NA","NA","NA","NA","NA","NA"
"29",10,"NA","NA","NA","NA","NA","NA","NA"
"29",11,"NA","NA","NA","NA","NA","NA","NA"
"29",12,"NA","NA","NA","NA","NA","NA","NA"
"29",13,"NA","NA","NA","NA","NA","NA","NA"
"29",14,"NA","NA","NA","NA","NA","NA","NA"
"29",15,"NA","NA","NA","NA","NA","NA","NA"
"29",16,"NA","NA","NA","NA","NA","NA","NA"
"29",17,"NA","NA","NA","NA","NA","NA","NA"
"29",18,"NA","NA","NA","NA","NA","NA","NA"
"29",19,"NA","NA","NA","NA","NA","NA","NA"
"29",20,"NA","NA","NA","NA","NA","NA","NA"
"29",21,"NA","NA","NA","NA","NA","NA","NA"
"29",22,"NA","NA","NA","NA","NA","NA","NA"
"29",23,"NA","NA","NA","NA","NA","NA","NA"
"29",24,"NA","NA","NA","NA","NA","NA","NA"
"29",25,"NA","NA","NA","NA","NA","NA","NA"
"29",26,"NA","NA","NA","NA","NA","NA","NA"
"29",27,"NA","NA","NA","NA","NA","NA","NA"
"29",28,"NA","NA","NA","NA","NA","NA","NA"
"29",99,"","","","","","",""
"30",1,"0","0","0","0","0","0",""
"30",2,"5","3","2","0","0","0",""
"30",3,"0","0","0","0","0","0",""
"30",4,"0","0","0","0","0","0",""
"30",5,"21","7","14","0","0","0",""
"30",6,"NA","NA","NA","NA","NA","NA","1"
"30",7,"0","0","0","0","0","0",""
"30",8,"NA","NA","NA","NA","NA","NA","1"
"30",9,"3","1","2","0","0","0",""
"30",10,"NA","NA","NA","NA","NA","NA","1"
"30",11,"NA","NA","NA","NA","NA","NA","1"
"30",12,"14","10","4","0","0","0",""
"30",13,"0","0","0","0","0","0",""
"30",14,"NA","NA","NA","NA","NA","NA","1"
"30",15,"NA","NA","NA","NA","NA","NA","1"
"30",16,"NA","NA","NA","NA","NA","NA","1"
"30",17,"NA","NA","NA","NA","NA","NA","1"
"30",18,"0","0","0","0","0","0",""
"30",19,"4","3","1","0","0","0",""
"30",20,"NA","NA","NA","NA","NA","NA","1"
"30",21,"NA","NA","NA","NA","NA","NA","1"
"30",22,"0","0","0","0","0","0",""
"30",23,"1","1","0","0","0","0",""
"30",24,"NA","NA","NA","NA","NA","NA","1"
"30",25,"0","0","0","0","0","0",""
"30",26,"NA","NA","NA","NA","NA","NA","1"
"30",27,"NA","NA","NA","NA","NA","NA","1"
"30",28,"0","0","0","0","0","0",""
"30",99,"","","","","","",""
"31",1,"NA","NA","NA","NA","NA","NA","NA"
"31",2,"NA","NA","NA","NA","NA","NA","NA"
"31",3,"NA","NA","NA","NA","NA","NA","NA"
"31",4,"NA","NA","NA","NA","NA","NA","NA"
"31",5,"NA","NA","NA","NA","NA","NA","NA"
"31",6,"NA","NA","NA","NA","NA","NA","NA"
"31",7,"NA","NA","NA","NA","NA","NA","NA"
"31",8,"NA","NA","NA","NA","NA","NA","NA"
"31",9,"NA","NA","NA","NA","NA","NA","NA"
"31",10,"NA","NA","NA","NA","NA","NA","NA"
"31",11,"NA","NA","NA","NA","NA","NA","NA"
"31",12,"NA","NA","NA","NA","NA","NA","NA"
"31",13,"NA","NA","NA","NA","NA","NA","NA"
"31",14,"NA","NA","NA","NA","NA","NA","NA"
"31",15,"NA","NA","NA","NA","NA","NA","NA"
"31",16,"NA","NA","NA","NA","NA","NA","NA"
"31",17,"NA","NA","NA","NA","NA","NA","NA"
"31",18,"NA","NA","NA","NA","NA","NA","NA"
"31",19,"NA","NA","NA","NA","NA","NA","NA"
"31",20,"NA","NA","NA","NA","NA","NA","NA"
"31",21,"NA","NA","NA","NA","NA","NA","NA"
"31",22,"NA","NA","NA","NA","NA","NA","NA"
"31",23,"NA","NA","NA","NA","NA","NA","NA"
"31",24,"NA","NA","NA","NA","NA","NA","NA"
"31",25,"NA","NA","NA","NA","NA","NA","NA"
"31",26,"NA","NA","NA","NA","NA","NA","NA"
"31",27,"NA","NA","NA","NA","NA","NA","NA"
"31",28,"NA","NA","NA","NA","NA","NA","NA"
"31",99,"","","","","","",""
"32",1,"NA","NA","NA","NA","NA","NA","NA"
"32",2,"NA","NA","NA","NA","NA","NA","NA"
"32",3,"NA","NA","NA","NA","NA","NA","NA"
"32",4,"NA","NA","NA","NA","NA","NA","NA"
"32",5,"NA","NA","NA","NA","NA","NA","NA"
"32",6,"NA","NA","NA","NA","NA","NA","NA"
"32",7,"NA","NA","NA","NA","NA","NA","NA"
"32",8,"NA","NA","NA","NA","NA","NA","NA"
"32",9,"NA","NA","NA","NA","NA","NA","NA"
"32",10,"NA","NA","NA","NA","NA","NA","NA"
"32",11,"NA","NA","NA","NA","NA","NA","NA"
"32",12,"NA","NA","NA","NA","NA","NA","NA"
"32",13,"NA","NA","NA","NA","NA","NA","NA"
"32",14,"NA","NA","NA","NA","NA","NA","NA"
"32",15,"NA","NA","NA","NA","NA","NA","NA"
"32",16,"NA","NA","NA","NA","NA","NA","NA"
"32",17,"NA","NA","NA","NA","NA","NA","NA"
"32",18,"NA","NA","NA","NA","NA","NA","NA"
"32",19,"NA","NA","NA","NA","NA","NA","NA"
"32",20,"NA","NA","NA","NA","NA","NA","NA"
"32",21,"NA","NA","NA","NA","NA","NA","NA"
"32",22,"NA","NA","NA","NA","NA","NA","NA"
"32",23,"NA","NA","NA","NA","NA","NA","NA"
"32",24,"NA","NA","NA","NA","NA","NA","NA"
"32",25,"NA","NA","NA","NA","NA","NA","NA"
"32",26,"NA","NA","NA","NA","NA","NA","NA"
"32",27,"NA","NA","NA","NA","NA","NA","NA"
"32",28,"NA","NA","NA","NA","NA","NA","NA"
"32",99,"","","","","","",""